CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
23352,Instituto Professor Flávio Vellini,Não informado,Privada,Não,Não,Não,Instituição Especialmente Credenciada para oferta de cursos lato sensu,3550308.0,São Paulo,SP,Em Atividade
2098,Faculdade Excelência,FAEX,Privada,Não,Não,Não,Faculdade,2307700.0,Maranguape,CE,Extinta
977,Faculdade São Camilo,Não informado,Privada,Não,Não,Não,Faculdade,2927408.0,Salvador,BA,Extinta
13792,Instituição De Ensino Superior De Cacoal,FANORTE CACOAL,Privada,Não,Não,Não,Faculdade,1100049.0,Cacoal,RO,Em Atividade
1059,Faculdade Multiversa De Fortaleza,Não informado,Privada,Não,Não,Não,Faculdade,2304400.0,Fortaleza,CE,Em Atividade
13782,Faculdade De Santa Cruz Da Bahia,FSC,Privada,Não,Não,Não,Faculdade,2914703.0,Itaberaba,BA,Em Atividade
19196,Faculdade Idd,IDD,Privada,Não,Não,Não,Faculdade,4106902.0,Curitiba,PR,Em Atividade
898,Centro Universitário Unisan,UNISAN,Privada,Não,Não,Não,Centro Universitário,3550308.0,São Paulo,SP,Em Atividade
16898,Faculdade De Educação E Tecnologia Da Amazônia,FAM,Privada,Não,Não,Não,Faculdade,1500107.0,Abaetetuba,PA,Em Atividade
798,Faculdades Integradas De Aracruz,FAACZ,Privada,Não,Não,Não,Faculdade,3200607.0,Aracruz,ES,Em Atividade
881,Instituto Municipal De Ensino Superior De Assis,IMESA,Pública,Não,Não,Não,Faculdade,3504008.0,Assis,SP,Em Atividade
2766,Faculdade Empresarial De Chapecó,FAEM,Privada,Não,Não,Não,Faculdade,4204202.0,Chapecó,SC,Em Atividade
3862,Faculdade Luciano Feijão,FLF,Privada,Não,Não,Não,Faculdade,2312908.0,Sobral,CE,Em Atividade
2433,Instituto Superior De Educação Porto Seguro,ISEPS,Privada,Não,Não,Não,Faculdade,3203007.0,Iúna,ES,Extinta
19597,Faculdade Via Sapiens,FVS,Privada,Não,Não,Não,Faculdade,2313401.0,Tianguá,CE,Em Atividade
2855,Faculdade São Francisco De Assis,FSFA,Privada,Não,Não,Não,Faculdade,4314902.0,Porto Alegre,RS,Em Atividade
4800,Faculdade De Tecnologia Cenecista De Rio Negrinho,Não informado,Privada,Não,Não,Não,Faculdade,4215000.0,Rio Negrinho,SC,Extinta
1854,Claretiano - Centro Universitário,Não informado,Privada,Sim,Não,Não,Centro Universitário,3543907.0,Rio Claro,SP,Em Atividade
1784,Faculdade Anhanguera De São Caetano,Não informado,Privada,Não,Não,Não,Faculdade,3548807.0,São Caetano Do Sul,SP,Extinta
15705,Escola De Administração Fazendária,ESAF,Pública,Não,Não,Não,Escola de Governo,5300108.0,Brasília,DF,Em Atividade
1666,Centro Universitário Unihorizontes,Não informado,Privada,Não,Não,Não,Centro Universitário,3106200.0,Belo Horizonte,MG,Em Atividade
1844,Faculdades Integradas Stella Maris De Andradina,FISMA,Privada,Não,Não,Não,Faculdade,3502101.0,Andradina,SP,Em Atividade
21722,Formação Faculdade Integrada,FFI,Privada,Não,Não,Não,Faculdade,2111300.0,São Luís,MA,Em Atividade
18036,Faculdade De Empreendedorismo E Ciências Humanas,FACULDADE FAECH,Privada,Não,Não,Não,Faculdade,3170206.0,Uberlândia,MG,Em Atividade
1333,Faculdade Cecap Do Lago Norte,CECAP,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Extinta
18117,Faculdade Estácio De Maringá,Estácio Maringá,Privada,Não,Não,Não,Faculdade,4115200.0,Maringá,PR,Extinta
4030,Centro Universitário Fluminense,UNIFLU,Privada,Não,Não,Não,Centro Universitário,3301009.0,Campos Dos Goytacazes,RJ,Em Atividade
1874,Faculdade De Tecnologia De Ourinhos,FATEC,Pública,Não,Não,Não,Faculdade,3534708.0,Ourinhos,SP,Em Atividade
22103,Faculdade De Saúde Santa Casa Bh,Não informado,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
4038,Faculdade De Tecnologia Consultime,FATEC,Privada,Não,Não,Não,Faculdade,3205309.0,Vitória,ES,Extinta
2287,Escola Superior De Teologia E Espiritualidade Franciscana,ESTEF,Privada,Não,Não,Não,Faculdade,4314902.0,Porto Alegre,RS,Em Atividade
20532,Faculdade Metropolitana De Horizonte,FMH,Privada,Não,Não,Não,Faculdade,2305233.0,Horizonte,CE,Em Atividade
2132,Centro Universitário Uninorte,Não informado,Privada,Não,Não,Não,Centro Universitário,1200401.0,Rio Branco,AC,Em Atividade
5536,Faculdade De Tecnologia Ined - Unidade Venda Nova,PITÁGORAS/TEC,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Extinta
1915,Faculdade De Educação Silva Serpa,FASS,Privada,Não,Não,Não,Faculdade,3305208.0,São Pedro Da Aldeia,RJ,Extinta
2191,Faculdade Anhanguera De Pelotas,Não informado,Privada,Não,Não,Não,Faculdade,4314407.0,Pelotas,RS,Em Atividade
25881,Lca - Law Concept Academy,LCA,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
22260,Faculdade Mais De Itaberaí,FacMais,Privada,Não,Não,Não,Faculdade,5210406.0,Itaberaí,GO,Em Atividade
22257,Faculdade De Direito Uniavan De Itapema,Não informado,Privada,Não,Não,Não,Faculdade,4208302.0,Itapema,SC,Em Atividade
23241,Instituto Universitário São Judas De São Bernardo Do Campo,Não informado,Privada,Não,Não,Não,Faculdade,3548708.0,São Bernardo Do Campo,SP,Em Atividade
24369,Faculdade Marechal Rondon De Mauá,FMR-MAUÁ,Privada,Não,Não,Não,Faculdade,3529401.0,Mauá,SP,Em Atividade
20663,Faculdade Innovate De Anápolis,INNOVATE,Privada,Não,Não,Não,Faculdade,5201108.0,Anápolis,GO,Extinta
2220,Faculdade Doctum De Juiz De Fora,DOCTUM,Privada,Não,Não,Não,Faculdade,3136702.0,Juiz De Fora,MG,Em Atividade
1880,Faculdade Casa Do Estudante,FACE,Privada,Não,Não,Não,Faculdade,3200607.0,Aracruz,ES,Em Atividade
21440,Escola De Comunicações,EsCom,Pública,Não,Não,Não,Instituição Especialmente Credenciada para oferta de cursos lato sensu,5300108.0,Brasília,DF,Em Atividade
14209,Faculdade Presidente Antônio Carlos De Lagoa Santa,FUNEES,Privada,Não,Não,Não,Faculdade,3137601.0,Lagoa Santa,MG,Extinta
4357,Faculdade Qualittas,QUALITTAS,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
10349,Faculdade De Tecnologia Ippeo,IPPEO,Privada,Não,Não,Não,Faculdade,4106902.0,Curitiba,PR,Em Atividade
20607,Faculdade De Tecnologia E Ciências - Ftc Petrolina,FTC Petrolina,Privada,Não,Não,Não,Faculdade,2611101.0,Petrolina,PE,Em Atividade
14246,Faculdade Presidente Antônio Carlos De Uberaba,Não informado,Privada,Não,Não,Não,Faculdade,3170107.0,Uberaba,MG,Em Atividade
16543,Faculdade Metropolitana Do Estado De São Paulo,FAMEESP,Privada,Não,Não,Não,Faculdade,3543402.0,Ribeirão Preto,SP,Em Atividade
4829,Escola Superior De Artes Célia Helena,Não informado,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
1775,Centro Universitário Favip Wyden,UniFavip Wyden,Privada,Não,Não,Não,Centro Universitário,2604106.0,Caruaru,PE,Em Atividade
13486,Faculdade Factum,Factum,Privada,Não,Não,Não,Faculdade,4314902.0,Porto Alegre,RS,Em Atividade
355,Universidade Tuiuti Do Paraná,UTP,Privada,Não,Não,Não,Universidade,4106902.0,Curitiba,PR,Em Atividade
22262,Faculdade Mais De Palmeiras De Goiás,FacMais,Privada,Não,Não,Não,Faculdade,5215702.0,Palmeiras De Goiás,GO,Em Atividade
22124,Faculdade Pitágoras Unopar De Brumado,Não informado,Privada,Não,Não,Não,Faculdade,2904605.0,Brumado,BA,Em Atividade
2552,Instituto Superior De Ciências Da Saúde,INCISA,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Extinta
18952,Faculdade Famart,Não informado,Privada,Não,Não,Não,Faculdade,3133808.0,Itaúna,MG,Em Atividade
3437,Faculdade Unisul De Balneário Camboriú,Não informado,Privada,Não,Não,Não,Faculdade,4202008.0,Balneário Camboriú,SC,Extinta
17982,Faculdade Rhema,FACUR,Privada,Não,Não,Não,Faculdade,4101507.0,Arapongas,PR,Em Atividade
240,Universidade Santa Úrsula,USU,Privada,Não,Não,Não,Universidade,3304557.0,Rio De Janeiro,RJ,Em Atividade
24525,Ilum Escola De Ciência,Não informado,Privada,Não,Não,Não,Faculdade,3509502.0,Campinas,SP,Em Atividade
1685,Faculdade Barddal De Ciências Contábeis,Não informado,Privada,Não,Não,Não,Faculdade,4205407.0,Florianópolis,SC,Extinta
1877,Faculdade Atual,FAAT,Privada,Não,Não,Não,Faculdade,1600303.0,Macapá,AP,Extinta
26581,Faculdade Mcpherson De Araras,FMA,Privada,Não,Não,Não,Faculdade,3503307.0,Araras,SP,Em Atividade
2426,Centro Universitário Fibra,UNIFIBRA,Privada,Não,Não,Não,Centro Universitário,1501402.0,Belém,PA,Em Atividade
2695,Faculdade Do Centro-Oeste,FICO,Privada,Não,Não,Não,Faculdade,5205497.0,Cidade Ocidental,GO,Extinta
20541,Faculdade Unise,Não informado,Privada,Não,Não,Não,Faculdade,4104204.0,Campo Largo,PR,Em Atividade
4079,Faculdade Tecnológica Inap,FAT- INAP,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
24286,Faculdade Urci,FURCI,Privada,Não,Não,Não,Faculdade,4106902.0,Curitiba,PR,Em Atividade
4037,Centro Universitário Anhanguera De Fortaleza,UNIPITÁGORAS,Privada,Não,Não,Não,Centro Universitário,2304400.0,Fortaleza,CE,Em Atividade
602,Instituto Tecnológico De Aeronáutica,ITA,Pública,Não,Não,Não,Faculdade,3549904.0,São José Dos Campos,SP,Em Atividade
1172,Faculdade Ad 1,UNISABER/AD1,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Extinta
16037,Instituto Superior De Ciencias Policiais,ISCP,Pública,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Em Atividade
18257,Faculdade Horus Säo Miguel,FSJ,Privada,Não,Não,Não,Faculdade,4217204.0,São Miguel Do Oeste,SC,Extinta
3749,Faculdade Brasília De São Paulo,FTBSP,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Extinta
1484,Centro Universitário Ibmec Bh,Não informado,Privada,Não,Não,Não,Centro Universitário,3106200.0,Belo Horizonte,MG,Em Atividade
1943,Faculdade Jk Sobradinho,Não informado,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Extinta
730,Universidade Estadual De Ponta Grossa,UEPG,Pública,Não,Não,Não,Universidade,4119905.0,Ponta Grossa,PR,Em Atividade
596,Universidade Federal Dos Vales Do Jequitinhonha E Mucuri,UFVJM,Pública,Não,Não,Não,Universidade,3121605.0,Diamantina,MG,Em Atividade
2163,Faculdade Tecnológica De Ciências E Educação,FATECE,Privada,Não,Não,Não,Faculdade,2914000.0,Ipirá,BA,Em Atividade
14154,Faculdade Presidente Antônio Carlos De Raposos,FUNEES Raposos,Privada,Não,Não,Não,Faculdade,3153905.0,Raposos,MG,Extinta
4389,Universidade Do Estado Do Rio Grande Do Norte,Não informado,Pública,Não,Não,Não,Universidade,2400208.0,Açu,RN,Extinta
1950,Faculdade De Orlândia,FAO,Privada,Não,Não,Não,Faculdade,3534302.0,Orlândia,SP,Extinta
15576,Faculdade De Tecnologia De Mogi Das Cruzes,FATEC-MC,Pública,Não,Não,Não,Faculdade,3530607.0,Mogi Das Cruzes,SP,Em Atividade
18253,Faculdade Vale Do Aço,FAVALE,Privada,Não,Não,Não,Faculdade,2100055.0,Açailândia,MA,Em Atividade
18288,Faculdade Latino-Americana,FLAM,Privada,Não,Não,Não,Faculdade,3503901.0,Arujá,SP,Em Atividade
900,Faculdade Uniabrange,Não informado,Privada,Não,Não,Não,Faculdade,1100205.0,Porto Velho,RO,Em Atividade
2171,Instituto Belo Horizonte De Ensino Superior,IBHES,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
22177,Faculdade União Paulistana,FAUP,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
641,Universidade La Salle,UNILASALLE,Privada,Sim,Não,Não,Universidade,4304606.0,Canoas,RS,Em Atividade
2403,Faculdade Salesiana De Pindamonhangaba,FASP,Privada,Não,Não,Não,Faculdade,3538006.0,Pindamonhangaba,SP,Extinta
3867,Centro Universitário Mauá De Brasília,UNIMAUÁ,Privada,Não,Não,Não,Centro Universitário,5300108.0,Brasília,DF,Em Atividade
20975,Faculdade Novo Horizonte,FNH,Privada,Não,Não,Não,Faculdade,2616407.0,Vitória De Santo Antão,PE,Em Atividade
3252,Faculdade Quirinópolis,FAQUI,Privada,Não,Não,Não,Faculdade,5218508.0,Quirinópolis,GO,Em Atividade
18817,Faculdade De Tecnologia De São Roque,FATEC-SR,Pública,Não,Não,Não,Faculdade,3550605.0,São Roque,SP,Em Atividade
17633,Centro De Educação Superior Da Foz Do Itajaí - Cesfi,CESFI,Pública,Não,Não,Não,Faculdade,4202008.0,Balneário Camboriú,SC,Extinta
2256,Faculdade Stella Maris - Fsm,FSM,Privada,Não,Não,Não,Faculdade,2304400.0,Fortaleza,CE,Em Atividade
1425,Faculdade Evoluir,FAEV,Privada,Não,Não,Não,Faculdade,2304400.0,Fortaleza,CE,Em Atividade
2312,Faculdade Luterana Rui Barbosa,FALURB,Privada,Não,Não,Não,Faculdade,4114609.0,Marechal Cândido Rondon,PR,Extinta
405,Focca - Faculdade De Olinda,FOCCA,Privada,Não,Não,Não,Faculdade,2609600.0,Olinda,PE,Em Atividade
21502,Faculdades Integradas Potencial,FIP,Privada,Não,Não,Não,Faculdade,3513009.0,Cotia,SP,Em Atividade
25440,Faculdade Opus 365,Não informado,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
908,Faculdade Alagoana De Administração,FAA,Privada,Não,Não,Não,Faculdade,2704302.0,Maceió,AL,Extinta
22109,Faculdade Pitágoras De Piripiri,Não informado,Privada,Não,Não,Não,Faculdade,2208403.0,Piripiri,PI,Extinta
545,Centro Universitário Funcesi,UNIFUNCESI,Privada,Sim,Não,Sim,Centro Universitário,3131703.0,Itabira,MG,Em Atividade
3657,Facprisma Faculdade De Ensino Superior,FACPRISMA,Privada,Não,Não,Não,Faculdade,3143302.0,Montes Claros,MG,Em Atividade
1610,Faculdade Das Atividades Empresariais De Teresina,FAETE,Privada,Não,Não,Não,Faculdade,2211001.0,Teresina,PI,Em Atividade
21592,Faculdade Amazonas,Não informado,Privada,Não,Não,Não,Faculdade,1302504.0,Manacapuru,AM,Em Atividade
22142,Faculdade De Ciências Jurídicas De Jaboatão Dos Guararapes,Não informado,Privada,Não,Não,Não,Faculdade,2607901.0,Jaboatão Dos Guararapes,PE,Extinta
14126,Faculdade Presidente Antônio Carlos De São Lourenço,FUNEES São Lourenço,Privada,Não,Não,Não,Faculdade,3163706.0,São Lourenço,MG,Extinta
19816,Faculdade Alffa Do Brasil,FAB,Privada,Não,Não,Não,Faculdade,5103403.0,Cuiabá,MT,Em Atividade
3171,Faculdade Equipe,Não informado,Privada,Não,Não,Não,Faculdade,4320008.0,Sapucaia Do Sul,RS,Extinta
398,Universidade Tiradentes,UNIT,Privada,Não,Não,Não,Universidade,2800308.0,Aracaju,SE,Em Atividade
19957,Faculdade Unirb Parnamirim,F.UNIRB,Privada,Não,Não,Não,Faculdade,2403251.0,Parnamirim,RN,Em Atividade
1406,Faculdade De Engenharia E Tecnologia Do Instituto Mairiporã De Ensino Superior,IMENSU-FET,Privada,Não,Não,Não,Faculdade,3528502.0,Mairiporã,SP,Extinta
22311,Faculdade Nove De Julho De São Bernardo Do Campo,NOVE-SBC,Privada,Não,Não,Não,Faculdade,3548708.0,São Bernardo Do Campo,SP,Em Atividade
26044,Escola De Ensino Superior Lec,LEC,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
14878,Trevisan Escola Superior De Negócios-,TEN,Privada,Não,Não,Não,Faculdade,3542909.0,Ribeirão Bonito,SP,Extinta
2918,Faculdade De Ensino Superior Da Amazônia Reunida,FESAR,Privada,Não,Não,Não,Faculdade,1506138.0,Redenção,PA,Em Atividade
2909,Faculdade Do Estado Do Maranhão,FACEM,Privada,Não,Não,Não,Faculdade,2111300.0,São Luís,MA,Em Atividade
4259,Centro Universitário Mais,UNIMAIS,Privada,Não,Não,Não,Centro Universitário,5210000.0,Inhumas,GO,Em Atividade
2723,Faculdade Católica Imaculada Conceição Do Recife,CATÓLICA,Privada,Não,Sim,Não,Faculdade,2611606.0,Recife,PE,Em Atividade
20122,Faculdade Athenas,FAT,Privada,Não,Não,Não,Faculdade,2918407.0,Juazeiro,BA,Em Atividade
22651,Instituto De Tecnologia E Liderança,Inteli,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
2827,Faculdade De Educação Do Piauí,FAEPI,Privada,Não,Não,Não,Faculdade,2211001.0,Teresina,PI,Em Atividade
23130,Instituto De Desenvolvimento E Aprendizagem - Idea São Luiz,IDEA São Luiz,Privada,Não,Não,Não,Faculdade,2111300.0,São Luís,MA,Em Atividade
3724,Faculdade Maranhense São José Dos Cocais,FSJ,Privada,Não,Não,Não,Faculdade,2112209.0,Timon,MA,Em Atividade
1180,Faculdade Barddal De Letras,FB-LETRAS,Privada,Não,Não,Não,Faculdade,4205407.0,Florianópolis,SC,Extinta
1131,Centro Universitário Santo Agostinho,UNIFSA,Privada,Não,Não,Não,Centro Universitário,2211001.0,Teresina,PI,Em Atividade
509,Faculdades Integradas De Cruzeiro,FIC,Privada,Não,Não,Não,Faculdade,3513405.0,Cruzeiro,SP,Extinta
13106,Faculdade Multiversa De Tecnologia,Não informado,Privada,Não,Não,Não,Faculdade,2304400.0,Fortaleza,CE,Em Atividade
1021,Faculdade De Ciências De Timbaúba,FACET,Privada,Não,Não,Não,Faculdade,2615300.0,Timbaúba,PE,Em Atividade
14224,Faculdade Presidente Antônio Carlos De Conceição Das Alagoas,FUNEES,Privada,Não,Não,Não,Faculdade,3117306.0,Conceição Das Alagoas,MG,Extinta
1090,Faculdade São Luís De França,FSLF,Privada,Não,Não,Não,Faculdade,2800308.0,Aracaju,SE,Extinta
10613,Faculdade  Fasup,FASUP,Privada,Não,Não,Não,Faculdade,2610707.0,Paulista,PE,Em Atividade
22179,Faculdade Pitagoras Anhanguera De Sao João Da Boa Vista,Não informado,Privada,Não,Não,Não,Faculdade,3549102.0,São João Da Boa Vista,SP,Extinta
14216,Faculdade Presidente Antônio Carlos De Divino,FUNEES,Privada,Não,Não,Não,Faculdade,3122009.0,Divino,MG,Extinta
14167,Faculdade Presidente Antônio Carlos De Lajinha,FUNEES Lajinha,Privada,Não,Não,Não,Faculdade,3137700.0,Lajinha,MG,Extinta
4460,Faculdade Dom Pedro Ii De Tecnologia,FDP II Tec,Privada,Não,Não,Não,Faculdade,2927408.0,Salvador,BA,Em Atividade
3300,Faculdade De Tecnologia Michel,FATEMI,Privada,Não,Não,Não,Faculdade,4204608.0,Criciúma,SC,Extinta
4915,Faculdade Estácio De Castanhal,ESTÁCIO CASTANHAL,Privada,Não,Não,Não,Faculdade,1502400.0,Castanhal,PA,Em Atividade
26395,Legacy Faculdade Internacional,Não informado,Privada,Não,Não,Não,Faculdade,3304557.0,Rio De Janeiro,RJ,Em Atividade
1266,Faculdades Integradas Urubupungá,FIU,Privada,Não,Não,Não,Faculdade,3537404.0,Pereira Barreto,SP,Em Atividade
712,Centro Universitário Ibmr,Não informado,Privada,Não,Não,Não,Centro Universitário,3304557.0,Rio De Janeiro,RJ,Em Atividade
11862,Faculdade Alfredo Nasser De Remanso,Não informado,Privada,Não,Não,Não,Faculdade,2926004.0,Remanso,BA,Em Atividade
26559,Faculdade Ipc,IPC,Privada,Não,Não,Não,Faculdade,5208707.0,Goiânia,GO,Em Atividade
19251,Faculdade Pólis Civitas,Não informado,Privada,Não,Não,Não,Faculdade,4106902.0,Curitiba,PR,Em Atividade
1978,Centro Universitário Fametro,Unifametro,Privada,Não,Não,Não,Centro Universitário,2304400.0,Fortaleza,CE,Em Atividade
1672,Instituto Esperança De Ensino Superior,IESPES,Privada,Não,Não,Não,Faculdade,1506807.0,Santarém,PA,Em Atividade
779,Faculdade De Ponta Porã,FAP,Privada,Não,Não,Não,Faculdade,5006606.0,Ponta Porã,MS,Em Atividade
24282,Faculdade Boa Esperança,FABECA,Privada,Não,Não,Não,Faculdade,3107109.0,Boa Esperança,MG,Em Atividade
4926,Faculdade De Tecnologia De Praia Grande,FATECPG,Pública,Não,Não,Não,Faculdade,3541000.0,Praia Grande,SP,Em Atividade
14244,Faculdade Presidente Antônio Carlos De Monte Carmelo,Não informado,Privada,Não,Não,Não,Faculdade,3143104.0,Monte Carmelo,MG,Extinta
1233,Centro Universitário Unic,Não informado,Privada,Não,Não,Não,Centro Universitário,5103403.0,Cuiabá,MT,Em Atividade
4210,"Escola Superior De Administração, Marketing E Comunicação Do Morumbi",Não informado,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Extinta
2408,Faculdade Esamc Santos,ESAMC,Privada,Não,Não,Não,Faculdade,3548500.0,Santos,SP,Em Atividade
24894,Faculdade Premier,PREMIER,Privada,Não,Não,Não,Faculdade,5208707.0,Goiânia,GO,Em Atividade
17749,Faculdade América,América,Privada,Não,Não,Não,Faculdade,3201209.0,Cachoeiro De Itapemirim,ES,Em Atividade
399,Escola De Engenharia De Agrimensura,EEA,Privada,Não,Não,Não,Faculdade,2927408.0,Salvador,BA,Extinta
71,Universidade Do Estado Do Rio Grande Do Norte,UERN,Pública,Não,Não,Não,Universidade,2408003.0,Mossoró,RN,Em Atividade
24864,Instituto De Educação Superior E Inovação Invenio,INVENIO,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
28557,Faculdade Integrado De Macapá/Ap,Não informado,Privada,Não,Não,Não,Faculdade,1600303.0,Macapá,AP,Em Atividade
337,Centro Universitário Academia,Uniacademia,Privada,Não,Não,Não,Centro Universitário,3136702.0,Juiz De Fora,MG,Em Atividade
1323,Faculdade Tancredo Neves,FTN,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Extinta
1923,Centro Universitário Arnaldo Janssen,Uniarnaldo,Privada,Não,Não,Não,Centro Universitário,3106200.0,Belo Horizonte,MG,Em Atividade
743,Escola Superior De Ensino Helena Antipoff,ESEHA,Privada,Não,Não,Não,Faculdade,3303302.0,Niterói,RJ,Extinta
12249,Faculdade Padre Anchieta De Várzea Paulista,ANCHIETA,Privada,Não,Não,Não,Faculdade,3556503.0,Várzea Paulista,SP,Extinta
387,Universidade Católica Dom Bosco,UCDB,Privada,Sim,Sim,Não,Universidade,5002704.0,Campo Grande,MS,Em Atividade
24553,Faculdade Vincit,VINCIT,Privada,Não,Não,Não,Faculdade,4115200.0,Maringá,PR,Em Atividade
3225,Faculdade De Enfermagem,ITPAC,Privada,Não,Não,Não,Faculdade,1702109.0,Araguaína,TO,Extinta
430,Centro Universitário Filadélfia,UNIFIL,Privada,Não,Não,Não,Centro Universitário,4113700.0,Londrina,PR,Em Atividade
158,Conservatório Brasileiro De Música - Centro Universitário Brasileiro De Educação,CBM-UniCBE,Privada,Não,Não,Não,Centro Universitário,3304557.0,Rio De Janeiro,RJ,Em Atividade
15056,Centro Universitário Universo Salvador,Não informado,Privada,Não,Não,Não,Centro Universitário,2927408.0,Salvador,BA,Em Atividade
2320,Instituto Superior De Educação Ateneu,ISEAT,Privada,Não,Não,Não,Faculdade,3205200.0,Vila Velha,ES,Em Atividade
14303,Faculdade Padrao De Senador Canedo,FAPSC,Privada,Não,Não,Não,Faculdade,5220454.0,Senador Canedo,GO,Em Atividade
1561,Centro Universitário Esamc Sorocaba,ESAMC,Privada,Não,Não,Não,Centro Universitário,3552205.0,Sorocaba,SP,Em Atividade
23102,Faculdade Anhanguera De Sobral,Não informado,Privada,Não,Não,Não,Faculdade,2312908.0,Sobral,CE,Em Atividade
19883,Faculdade Sul Paulista De Itanhaém,FASUPI,Privada,Não,Não,Não,Faculdade,3522109.0,Itanhaém,SP,Em Atividade
12597,Faculdade Passionista De Educação De Curitiba,Fapec,Privada,Não,Não,Não,Faculdade,4106902.0,Curitiba,PR,Extinta
2799,Faneesp - Faculdade Nacional De Educação E Ensino Superior Do Paraná,FANEESP,Privada,Não,Não,Não,Faculdade,4101804.0,Araucária,PR,Em Atividade
21950,Faculdade Tucuruí,FATUC,Privada,Não,Não,Não,Faculdade,1508100.0,Tucuruí,PA,Em Atividade
19130,Faculdade Serra Geral,FASG,Privada,Não,Não,Não,Faculdade,3135100.0,Janaúba,MG,Em Atividade
17598,Faculdade Prof. Wlademir Dos Santos,WLASAN,Privada,Não,Não,Não,Faculdade,3552205.0,Sorocaba,SP,Em Atividade
23394,Faculdade De Engenharia E Administração Paulista,FEAP,Privada,Não,Não,Não,Faculdade,3504503.0,Avaré,SP,Em Atividade
1846,Centro Universitário De Lins,UNILINS,Privada,Não,Não,Não,Centro Universitário,3527108.0,Lins,SP,Em Atividade
14717,Centro Universitário Maurício De Nassau De Caruaru,Uninassau Caruaru,Privada,Não,Não,Não,Centro Universitário,2604106.0,Caruaru,PE,Em Atividade
5316,Faculdades Unificadas De Leopoldina,FUL,Privada,Não,Não,Não,Faculdade,3138401.0,Leopoldina,MG,Em Atividade
5439,Centro Universitário Do Planalto Central Apparecido Dos Santos,UNICEPLAC,Privada,Não,Não,Não,Centro Universitário,5300108.0,Brasília,DF,Em Atividade
829,Universidade Estadual Do Tocantins,UNITINS,Pública,Não,Não,Não,Universidade,1721000.0,Palmas,TO,Em Atividade
720,Faculdade De Ciências Humanas E Sociais Aplicadas Do Cabo De Santo Agostinho,FACHUCA,Pública,Não,Não,Não,Faculdade,2602902.0,Cabo De Santo Agostinho,PE,Em Atividade
1130,Faculdade Metodista De Ciências Humanas E Exatas,METODISTA,Privada,Não,Não,Não,Faculdade,3506508.0,Birigui,SP,Em Atividade
3448,Faculdade Ibituruna,IBITURUNA,Privada,Não,Não,Não,Faculdade,3143302.0,Montes Claros,MG,Em Atividade
2380,Faculdade Estácio Do Amapá - Estácio Amapá,ESTÁCIO AMAPÁ,Privada,Não,Não,Não,Faculdade,1600303.0,Macapá,AP,Em Atividade
12430,Centro Universitário São Carlos,UNISÃOCARLOS,Privada,Não,Não,Não,Centro Universitário,3300605.0,Bom Jesus Do Itabapoana,RJ,Em Atividade
18064,Centro Tecnológico Positivo,CTPositivo,Privada,Não,Não,Não,Faculdade,4106902.0,Curitiba,PR,Extinta
18874,Faculdade Raimundo Marinho De Penedo,Não informado,Privada,Não,Não,Não,Faculdade,2706703.0,Penedo,AL,Em Atividade
25175,Faculdade De Lucas Do Rio Verde,UNIFAMA,Privada,Não,Não,Não,Faculdade,5105259.0,Lucas Do Rio Verde,MT,Em Atividade
14122,Faculdade Presidente Antônio Carlos De Belo Oriente,FUNEES Belo Oriente,Privada,Não,Não,Não,Faculdade,3106309.0,Belo Oriente,MG,Extinta
24981,Faculdade De Tecnologia Senac São José Dos Pinhais,Não informado,Privada,Não,Não,Não,Faculdade,4125506.0,São José Dos Pinhais,PR,Em Atividade
716,Faculdades Integradas De Botucatu,Não informado,Privada,Não,Não,Não,Faculdade,3507506.0,Botucatu,SP,Em Atividade
